Email,Square_footage,Home_type,Cool_setting,Heat_setting,Zip_code
gestell@newex.com,1159,house,73,74,68330
gferrario@domzoom.com,2258,apartment,71,64,27802
gferrario@konex.com,915,apartment,72,76,35485
gfigeroa@kinnamplus.com,723,apartment,72,71,62868
gfishburne@dambase.com,1494,house,,69,19192
gfishburne@plexzap.com,500,apartment,,73,70665
gfishburne@plusstrip.com,1245,house,73,75,2030
gflosi@condax.com,469,apartment,,74,65332
gflosi@faxquote.com,579,condominium,73,74,3883
gfritz@donware.com,615,townhome,73,72,28369
ggabisi@codehow.com,623,apartment,,,77069
ggabisi@ganjaflex.com,2237,house,71,72,82010
ggellinger@codehow.com,1075,house,,,23240
ggellinger@xx-zobam.com,1287,apartment,73,73,97817
ggesick@nam-zim.com,1444,apartment,72,74,97212
ggibes@ron-tech.com,1477,house,73,,99019
ggiguere@iselectrics.com,484,mobile home,,75,46239
ggiguere@scotfind.com,3176,house,73,,25164
ggiguere@singletechno.com,950,apartment,74,,43002
ggillian@scottech.com,1292,condominium,,73,27978
ggleich@zathunicon.com,1231,house,74,,12464
gglick@sonron.com,1760,house,75,75,29170
ggoldammer@plexzap.com,1392,house,74,72,68341
ggood@silis.com,1235,apartment,71,77,17606
ggood@xx-holding.com,785,house,70,76,54744
ggotter@zumgoity.com,2721,condominium,70,74,2111
ggreenbush@zotware.com,936,townhome,73,75,83676
ggrenet@faxquote.com,1952,house,,73,70158
ghagele@bioholding.com,1002,apartment,71,,27862
ghamilton@doncon.com,786,house,72,70,87501
ghamilton@ganjaflex.com,1344,house,73,71,63461
gharabedian@zotware.com,62,apartment,73,76,74027
ghaufler@hatfan.com,599,apartment,75,73,90089
ghengel@zoomit.com,650,townhome,73,,35771
ghoa@inity.com,2799,townhome,73,76,29821
ghoffis@dambase.com,428,apartment,70,70,54611
ghoffis@ganjaflex.com,2118,house,74,,6470
ghoffis@year-job.com,905,townhome,73,73,72716
ghollack@opentech.com,1622,apartment,72,76,98581
ghughey@golddex.com,1291,townhome,,72,57661
ghughey@konex.com,604,house,72,68,61862
ghughey@y-corporation.com,545,apartment,,76,92404
ginouye@scottech.com,1210,house,73,,53558
gkannady@finhigh.com,1608,condominium,71,77,21852
gkannady@yearin.com,928,house,75,72,21104
gkardas@ganjaflex.com,692,townhome,,72,49952
gkardas@groovestreet.com,547,house,74,76,76670
gkarpel@goodsilron.com,3365,house,70,75,94949
gkeener@plussunin.com,1475,condominium,72,76,92143
gkiel@plussunin.com,1418,house,74,72,66780
gkines@zumgoity.com,510,condominium,,74,96715
gkippley@xx-holding.com,3479,house,73,75,55127
gklonowski@iselectrics.com,567,townhome,73,,43551
gklusman@openlane.com,1695,apartment,,,57437
gknipp@scotfind.com,2322,townhome,,72,59844
gkolmetz@nam-zim.com,833,apartment,,70,25621
gkusko@singletechno.com,1478,house,,71,74441
glapage@konex.com,997,apartment,73,69,73722
glary@ganjaflex.com,650,house,73,,80221
glawler@hottechi.com,1566,apartment,69,67,60435
glimmel@lexiqvolax.com,703,house,74,69,6497
glimmel@scottech.com,2955,house,73,75,51331
glindall@rundofase.com,1075,townhome,75,69,63107
glipke@zathunicon.com,1515,house,73,64,1337
glipkin@iselectrics.com,983,apartment,,76,40032
gliukko@golddex.com,87,condominium,70,69,14787
gliukko@kinnamplus.com,1450,apartment,74,77,66024
gloader@dontechi.com,1247,condominium,,,63137
glueckenbach@faxquote.com,785,apartment,,72,71066
glukasik@streethex.com,1714,house,73,69,66225
gmadarang@dalttechnology.com,1118,townhome,75,74,31776
gmadarang@lexiqvolax.com,422,apartment,,71,25719
gmaile@betatech.com,755,house,75,76,40744
gmallett@konmatfix.com,2364,house,71,73,22205
gmarrier@rantouch.com,1292,apartment,,75,16375
gmaybury@openlane.com,596,apartment,72,76,43828
gmaybury@opentech.com,126,mobile home,73,67,70073
gmaynerich@plussunin.com,1220,townhome,68,76,71823
gmccullan@opentech.com,2267,townhome,74,68,74171
gmcnease@betasoloin.com,812,condominium,76,75,15265
gmcrae@inity.com,1777,townhome,75,73,38945
gmeinerding@fasehatice.com,1961,apartment,74,66,75770
gmeteer@scottech.com,1099,house,75,71,6137
gmiceli@betasoloin.com,241,mobile home,74,76,98632
gmiceli@yearin.com,724,house,69,71,88211
gmirafuentes@condax.com,1304,townhome,74,68,93530
gmodzelewski@xx-holding.com,796,house,72,75,93001
gmorasca@sunnamplex.com,1437,house,72,,70808
gmotley@zencorporation.com,319,mobile home,71,73,79701
gmunis@kan-code.com,940,apartment,71,75,45360
gnicka@ron-tech.com,3048,house,71,72,41397
gnicolozakes@dambase.com,815,apartment,70,69,37840
gnievas@plexzap.com,162,apartment,72,67,83221
gnunlee@treequote.com,2990,house,72,74,5863
gostolaza@konex.com,612,townhome,,66,37162
gostrosky@y-corporation.com,804,apartment,74,73,49097
gostrosky@zoomit.com,1215,condominium,74,,95126
gpalaia@xx-zobam.com,902,house,74,70,46581
gpapasergi@scottech.com,734,townhome,74,68,62018
gpaprocki@dontechi.com,866,apartment,,76,81027
gparlato@faxquote.com,1615,house,,75,52249
gpedrozo@betatech.com,3440,apartment,,67,33431
gperez@zumgoity.com,1161,house,,69,12732
gperigo@zumgoity.com,903,house,73,70,49326
gperin@treequote.com,1714,house,75,73,93420
gperin@year-job.com,722,apartment,,71,44445
gpoquette@konex.com,209,mobile home,72,76,93649
greiber@y-corporation.com,955,apartment,,72,12075
greitler@fasehatice.com,611,house,74,72,51025
grentfro@iselectrics.com,1381,apartment,71,75,87821
grentfro@treequote.com,1643,house,75,73,46376
grhymes@konmatfix.com,1522,apartment,73,76,14030
grochin@opentech.com,487,condominium,73,74,91731
grodeigues@hatfan.com,1689,house,74,71,50210
grodeigues@treequote.com,2221,house,,69,3784
grodenberger@lexiqvolax.com,963,apartment,73,72,65814
growling@konex.com,453,apartment,76,72,62053
groyster@doncon.com,726,townhome,,71,74853
grulapaugh@codehow.com,675,house,74,74,51647
gryser@codehow.com,470,condominium,,66,2902
gsahagun@rangreen.com,1687,apartment,,72,34101
gsamara@mathtouch.com,1562,apartment,73,68,85264
gsamu@funholding.com,2105,house,73,,18619
gsamu@warephase.com,1076,house,72,73,49640
gsaras@doncon.com,2641,condominium,68,73,66857
gsarbacher@conecom.com,2246,house,,71,95542
gschieler@finhigh.com,1970,apartment,71,74,13780
gschoeneck@funholding.com,240,house,,71,44431
gschoeneck@y-corporation.com,843,house,73,73,4773
gscriven@plexzap.com,740,apartment,,,22727
gsengbusch@treequote.com,1311,house,73,69,2205
gshadrick@plusstrip.com,949,townhome,76,74,45231
gshinko@silis.com,38,mobile home,,,15783
gshire@kinnamplus.com,2170,house,68,,16228
gsilvestrini@ron-tech.com,475,apartment,,,42761
gsilvestrini@toughzap.com,544,condominium,74,75,41037
gsimilton@kan-code.com,986,house,75,73,95607
gsimilton@warephase.com,720,house,71,73,92605
gskulski@zotware.com,1734,townhome,,73,24363
gskursky@yearin.com,451,apartment,72,65,12029
gsmith@doncon.com,480,mobile home,73,73,43338
gspringe@bioplex.com,703,apartment,,,75310
gstockham@sunnamplex.com,2255,house,,68,79078
gstoltzman@plexzap.com,532,townhome,73,75,62987
gstoltzman@plusstrip.com,114,mobile home,,73,24151
gstoltzman@streethex.com,911,house,73,75,7602
gsweigard@faxquote.com,153,apartment,71,65,17215
gtagala@dambase.com,397,apartment,,72,27630
gtawil@toughzap.com,936,apartment,,76,18214
gtegarden@ron-tech.com,94,apartment,,74,16049
gtheodorov@funholding.com,715,apartment,72,69,15920
gthyberg@rantouch.com,268,mobile home,70,71,15923
gthyberg@ron-tech.com,1327,apartment,70,75,7043
gtimenez@y-corporation.com,1077,condominium,73,,20207
gtjepkema@codehow.com,1635,apartment,,70,91301
gtjepkema@plusstrip.com,2531,condominium,73,70,30562
gtomasulo@scottech.com,776,apartment,71,76,62272
gtomasulo@year-job.com,1747,house,73,64,66539
gtomblin@statholdings.com,1315,apartment,75,70,53142
gtoyama@streethex.com,797,apartment,73,73,10538
gtromblay@singletechno.com,1962,condominium,70,78,48234
gturinetti@mathtouch.com,1292,house,73,,50165
gvanheusen@faxquote.com,1407,condominium,72,74,76205
gvenere@cancity.com,1157,apartment,75,74,70112
gvenere@gogozoom.com,943,mobile home,74,76,63197
gventura@toughzap.com,516,mobile home,75,76,40177
gvinning@golddex.com,1553,apartment,,,57538
gwaycott@goodsilron.com,646,apartment,72,71,60330
gwaycott@sumace.com,2139,house,73,75,28777
gwaymire@bioplex.com,825,apartment,72,71,19002
gweglarz@opentech.com,1230,house,74,69,79778
gwesterbeck@iselectrics.com,1170,townhome,72,71,47929
gwieser@bioholding.com,1665,house,73,67,37419
gwiklund@cancity.com,1096,condominium,,76,55006
gwildfong@kan-code.com,915,apartment,74,70,92823
gworlds@lexiqvolax.com,758,house,70,69,42302
gwrinkles@hatfan.com,3394,apartment,74,75,40209
gzagen@donware.com,1277,house,74,68,75043
gzurcher@bioplex.com,659,townhome,71,75,63005
habdallah@golddex.com,1023,condominium,,74,19033
halbares@betatech.com,1197,house,71,70,8352
hauffrey@sonron.com,728,house,73,71,5701
hbarfield@isdom.com,1847,house,74,73,85240
hbevelacqua@inity.com,707,house,,72,18661
hbevelacqua@konmatfix.com,2003,apartment,74,70,71365
hbevelacqua@stanredtax.com,1777,house,72,75,7628
hblackwood@konex.com,438,apartment,75,,62863
hblunk@dambase.com,48,apartment,72,76,74818
hboulter@cancity.com,301,mobile home,,70,28438
hbourbon@zencorporation.com,788,house,72,73,83857
hbrachle@finhigh.com,1043,house,73,65,10921
hbrachle@nam-zim.com,408,apartment,73,77,57449
hbuemi@newex.com,1338,condominium,72,67,14753
hburnard@finjob.com,894,house,74,75,47147
hbuvens@betatech.com,961,apartment,72,71,17941
hbuvens@silis.com,1094,apartment,75,,32791
hbuzick@donware.com,95,condominium,75,72,40526
hcallaro@bioplex.com,60,condominium,72,73,41201
hcampain@scotfind.com,908,townhome,74,,30072
hcandlish@kinnamplus.com,928,apartment,70,75,60803
hcanlas@gogozoom.com,1211,house,72,72,41091
hcaudy@dalttechnology.com,453,apartment,73,69,27379
hchavous@gogozoom.com,2475,house,,,1341
hchavous@openlane.com,1274,townhome,73,77,49629
hchickering@dambase.com,1355,apartment,72,73,95253
hcomnick@opentech.com,1384,apartment,73,70,94405
hcork@betatech.com,2220,house,72,71,85003
hcoyier@goodsilron.com,1307,apartment,75,71,97408
hcrupi@dontechi.com,1174,townhome,,,64055
hdelasancha@finjob.com,446,mobile home,,71,45646
hdemesa@zoomit.com,2497,townhome,72,70,60152
hdewar@dambase.com,594,house,,74,47374
hdewar@domzoom.com,714,condominium,,69,92255
hdilliard@zumgoity.com,1808,house,74,76,38027
hdopico@zencorporation.com,584,house,75,72,42085
hdorshorst@ontomedia.com,710,house,,74,12196
hdubaldi@green-plus.com,1904,townhome,70,73,3896
heroman@treequote.com,1420,apartment,72,67,40076
hfillingim@kan-code.com,1181,house,69,73,89135
hfillingim@opentech.com,996,house,72,71,74082
hfoller@doncon.com,2531,house,70,73,19087
hfrancescon@iselectrics.com,1447,condominium,72,69,44509
hfrerking@bioplex.com,1307,condominium,73,72,60615
hfrey@inity.com,2467,house,68,,48866
hfunnell@zencorporation.com,1077,apartment,71,,27356
hgato@dambase.com,591,house,,75,95798
hgato@ontomedia.com,713,house,72,76,44401
hgesick@betasoloin.com,1602,house,72,73,63878
hgiguere@zotware.com,1139,apartment,69,,92281
hgood@groovestreet.com,548,house,,,59868
hgrenet@streethex.com,1407,apartment,72,75,44671
hhagele@konex.com,1073,house,72,76,73641
hhanafan@scotfind.com,1433,house,73,78,47048
hhanafan@warephase.com,2011,house,73,72,7738
hharabedian@zotware.com,677,apartment,,,6031
hheintzman@zencorporation.com,2435,house,,77,12834
hhirpara@dalttechnology.com,1064,apartment,71,69,8097
hhoffis@zumgoity.com,954,house,71,,29469
hhoneywell@groovestreet.com,1547,condominium,72,74,67938
hhoneywell@labdrill.com,2090,house,71,75,30165
hhughey@ganjaflex.com,2862,house,,,12542
hjacobos@scotfind.com,167,mobile home,74,73,32341
hkalafatis@openlane.com,1515,house,71,69,46298
hkannady@silis.com,1996,house,72,74,44128
hkippley@faxquote.com,2144,house,69,68,5069
hkippley@hottechi.com,242,house,72,72,5051
hklonowski@plexzap.com,233,house,74,73,32346
hkohnert@bioholding.com,521,apartment,72,76,75689
hkorando@domzoom.com,1463,townhome,74,74,62466
hkownacki@kan-code.com,2019,townhome,,76,32447
hkusko@rundofase.com,380,apartment,72,71,22548
hlayous@blackzim.com,88,townhome,74,70,56650
hleinenbach@plexzap.com,1636,house,75,66,30390
hleinenbach@zoomit.com,1161,townhome,70,67,29111
hlinahan@scottech.com,2104,house,74,71,11366
hlizama@zoomit.com,878,apartment,73,73,2156
hlorens@dontechi.com,1046,townhome,71,67,70522
hlouissant@dalttechnology.com,1046,house,69,72,70079
hlouissant@j-texon.com,1148,apartment,,69,95006
hlouissant@rundofase.com,1645,house,,69,74132
hlukasik@betatech.com,643,house,,66,24565
hmaillard@doncon.com,194,condominium,,75,30364
hmaillard@hatfan.com,544,apartment,72,,11577
hmalet@funholding.com,2013,condominium,71,74,32095
hmalvin@scotfind.com,808,apartment,76,73,18708
hmarrier@condax.com,678,house,74,,28603
hmastella@goodsilron.com,169,house,72,69,80498
hmclaird@bioplex.com,2034,townhome,72,72,44704
hmconnell@conecom.com,507,condominium,73,,10279
hmcrae@konex.com,627,house,70,70,85344
hmcrae@newex.com,979,house,71,,35548
hmeisel@yearin.com,902,apartment,,71,68837
hmeteer@openlane.com,1397,house,,76,14515
hmeteer@year-job.com,74,townhome,71,75,79121
hmonterrubio@konex.com,670,townhome,71,75,96092
hmyricks@domzoom.com,856,apartment,69,71,80428
hmyricks@kan-code.com,185,townhome,,71,72311
hmyricks@lexiqvolax.com,1165,apartment,76,71,18949
hnachor@green-plus.com,1147,apartment,69,73,95480
hnayar@finhigh.com,1158,condominium,,77,38562
hnievas@groovestreet.com,373,apartment,,70,20849
holdroyd@silis.com,802,condominium,,72,36776
hostrosky@goodsilron.com,836,apartment,,66,36258
hpadilla@zathunicon.com,1158,house,72,72,18631
hpaprocki@betatech.com,473,apartment,71,76,6365
hpelkowski@hottechi.com,1399,house,73,74,44270
hpoullion@zoomit.com,411,apartment,,73,40862
hrhymes@codehow.com,1080,condominium,,72,16872
hriden@golddex.com,791,house,74,73,52562
hrim@dalttechnology.com,1794,condominium,69,70,50552
hriopelle@y-corporation.com,667,condominium,73,70,98512
hrochin@doncon.com,562,apartment,,74,29453
hrulapaugh@donware.com,660,house,68,71,7760
hsaulter@ontomedia.com,1928,apartment,74,75,96385
hsaulter@scotfind.com,4449,house,73,73,75090
hsayaphon@yearin.com,795,house,73,71,88337
hscheyer@goodsilron.com,1905,townhome,74,65,39595
hschmierer@plusstrip.com,1101,apartment,,69,76537
hschnitzler@lexiqvolax.com,468,townhome,,73,45712
hsergi@year-job.com,1486,apartment,73,72,76522
hsetter@bioholding.com,2917,house,,68,50831
hslayton@ontomedia.com,1819,house,,73,29588
hstimmel@bioholding.com,1159,townhome,72,70,7302
hstorment@konmatfix.com,1910,apartment,,68,45036
hstorment@lexiqvolax.com,575,townhome,71,74,73117
hsuell@mathtouch.com,936,apartment,,72,7980
hsweely@dontechi.com,340,apartment,73,68,31405
hsyrop@doncon.com,636,townhome,,72,33993
htawil@conecom.com,1486,house,,65,73090
htawil@openlane.com,182,townhome,75,,22810
htegarden@finjob.com,1440,condominium,,75,11965
hthreets@gogozoom.com,1397,house,71,75,33991
htimenez@bioplex.com,141,condominium,71,70,63744
htjepkema@green-plus.com,253,mobile home,76,78,40730
htomasulo@hottechi.com,802,apartment,69,74,33257
htreston@ganjaflex.com,718,townhome,76,74,24716
hupthegrove@betatech.com,1665,house,,68,4030
hvanheusen@nam-zim.com,1593,apartment,72,74,14903
hventura@inity.com,1813,apartment,74,77,93955
hvillanueva@mathtouch.com,1078,townhome,73,69,67024
hwaymire@toughzap.com,725,house,76,73,81411
hweglarz@plexzap.com,1416,house,,,34108
hwhobrey@conecom.com,21,mobile home,,,24363
hwhobrey@ron-tech.com,760,condominium,,64,13865
hwildfong@zotware.com,923,apartment,71,71,37801
hwolny@j-texon.com,1508,house,71,68,3287
hzepp@ganjaflex.com,1145,house,,76,37187
hzepp@kan-code.com,606,house,,74,57466
ialbares@sunnamplex.com,1254,condominium,71,74,37642
iamigon@fasehatice.com,88,apartment,,,54915
iandreason@plusstrip.com,877,house,73,,71426
iauffrey@plussunin.com,900,apartment,72,68,47649
ibachman@zoomit.com,1192,house,72,75,77467
icantres@codehow.com,495,apartment,,77,19435
icentini@sonron.com,379,apartment,76,75,18041
iclaucherty@zoomit.com,844,apartment,73,76,12537
idubaldi@zumgoity.com,840,apartment,74,73,33192
ifeichtner@silis.com,4048,house,74,,52732
igoldammer@plusstrip.com,864,apartment,,,20752
ihagele@funholding.com,1284,house,72,,14136
ihaufler@inity.com,836,apartment,,,15126
iisaacs@doncon.com,811,apartment,73,69,75265
ikines@dontechi.com,142,townhome,,,56474
ikoppinger@stanredtax.com,2168,house,,71,28261
ikownacki@gogozoom.com,673,apartment,75,73,30139
ilacovara@rantouch.com,288,apartment,71,76,11741
imalvin@ontomedia.com,1394,townhome,68,72,24377
imanno@finhigh.com,612,mobile home,,65,91324
imaynerich@newex.com,296,mobile home,72,73,28607
imunns@dontechi.com,1006,townhome,72,73,28325
inicka@faxquote.com,648,condominium,72,73,62540
ioles@finjob.com,433,apartment,,72,74960
iostrosky@finhigh.com,651,townhome,71,,43306
ipaa@plexzap.com,341,mobile home,73,71,19961
iparvis@scotfind.com,467,apartment,70,,77080
irodeigues@konex.com,844,townhome,75,65,82003
isamara@isdom.com,824,apartment,72,,98502
isayaphon@labdrill.com,604,apartment,,69,74523
iscipione@j-texon.com,1417,mobile home,72,74,63628
itomasulo@zotware.com,2083,house,,68,79251
iuyetake@kinnamplus.com,83,apartment,76,66,79042
iwardrip@funholding.com,1077,house,75,73,95127
iwaymire@sunnamplex.com,271,mobile home,,73,1532
iwolny@finhigh.com,1510,apartment,73,73,78249
iwolny@kan-code.com,405,apartment,74,,66429
jacey@condax.com,1157,townhome,71,72,1220
jacey@dambase.com,121,apartment,73,69,99206
jahle@xx-zobam.com,820,house,72,72,12527
jandreason@groovestreet.com,63,townhome,70,69,55712
jankeny@betasoloin.com,999,house,76,73,46942
jarias@labdrill.com,3964,house,70,71,44693
jauffrey@rantouch.com,876,apartment,,,8863
jbachman@codehow.com,856,townhome,68,78,20566
jbayless@scottech.com,2049,townhome,70,75,97339
jbeech@dalttechnology.com,1137,house,76,69,17876
jbeech@zumgoity.com,1537,house,,71,73530
jbenimadho@blackzim.com,1054,townhome,69,,6041
jbenimadho@groovestreet.com,761,condominium,74,71,6791
jberlanga@ganjaflex.com,850,house,71,69,3444
jberray@kinnamplus.com,62,townhome,,,61913
jbevelacqua@codehow.com,1327,condominium,70,,11236
jbevelacqua@rundofase.com,44,apartment,76,75,60469
jbitsuie@yearin.com,1466,townhome,,74,94165
jblackwood@stanredtax.com,977,apartment,,74,46122
jblunk@kinnamplus.com,774,apartment,,76,46933
jblunk@plusstrip.com,675,house,70,69,19963
